id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image
193185,"6,102,386,102,394",【3c认证充电宝】倍思2025新款大容量20000毫安标识自带线快充移动电源适用苹果专用官方正品旗舰店可上飞机6,https://img.alicdn.com/bao/uploaded/O1CN01ShEAYh1bj3IQn3Eqd_!!6000000003500-0-yinhe.jpg,BASEUS/倍思,89,满100减12,3C数码配件,1
28767,"6,110,046",【首创AI屏显】Anker安克140W氮化镓充电器适用华为苹果iphone16/15手机Macbook平板13电脑笔记本PD多口快充,https://img.alicdn.com/bao/uploaded/O1CN01y73SEk1zcgWSrsDzV_!!6000000006735-2-yinhe.png,ANKER/安克（数码）,259,官方立减51元,3C数码配件,1
1562797,102386,[国家补贴20%]联想拯救者Y7000P 酷睿Ultra7 255HX RTX5060 AI高静游戏本电竞笔记本电脑 联想学生笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01PmAr4G1hzRB2R1WLw_!!6000000004348-0-yinhe.jpg,联想官方旗舰店,9999,,笔记本电脑,1
198,null,金士顿128g高速tf内存卡64g行车记录仪无人机监控pocket3大疆平板,https://img.alicdn.com/bao/uploaded/O1CN01Gz2C9C1DjuwFTmJD2_!!6000000000253-0-yinhe.jpg,KingSton/金士顿,37.9,官方立减6.43元,闪存卡/U盘/存储/移动硬盘,1
1565581,102386,【12期免息】HUAWEI Pura X 1610阔型屏鸿蒙操作系统5红枫原色影像华为官方旗舰店折叠屏手机鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01FSYDaq1PuhykYPzXq_!!6000000001901-0-yinhe.jpg,Huawei/华为,7499,,手机,1
13862,110046,Sony/索尼ZV-E10L 半画幅微单相机 Vlog相机 美肤拍照,https://img.alicdn.com/bao/uploaded/O1CN0183leLI1eN10jRVhMd_!!6000000003858-0-yinhe.jpg,Sony/索尼,4433,,数码相机/单反相机/摄像机,1
1235204,104460,联想D66内录音笔专业高清降噪随身上课用学生超长待机大容量,https://img.alicdn.com/bao/uploaded/O1CN01QbyKmi1fjk1cvr8BS_!!6000000004043-0-yinhe.jpg,Lenovo/联想,128,,MP3/MP4/iPod/录音笔,1
1544158,80548,漫步者G3头戴式耳机电竞游戏专用电脑耳麦有线带麦吃鸡听声辩位,https://img.alicdn.com/bao/uploaded/O1CN01zFzJ1P1lANKLx7rbg_!!6000000004778-0-yinhe.jpg,Edifier/漫步者,194,满99减5,影音电器,1
1539553,80005,绿联 dvi线电脑显示器屏连接线高清台式与主机显卡接口转视频数据,https://img.alicdn.com/bao/uploaded/bao/upload/O1CN01BzLIzI1fpEk9n0jIv_!!6000000004055-2-yinhe.png,绿联,15.9,1件8折,影音电器,1
30895,110046,七彩虹RTX5070Ti 16G火神AD RTX5070战斧DIY电脑主机游戏独立显卡,https://img.alicdn.com/bao/uploaded/O1CN01VhcK1m1YXeZCGnP93_!!6000000003069-0-yinhe.jpg,Colorful/七彩虹,5599,,电脑硬件/显示器/电脑周边,1
1554920,80548,正品苏泊尔银河星高压锅304不锈钢压力锅YS24E/20E/22E/通用26CM,https://img.alicdn.com/bao/uploaded/O1CN01jH0C8f23kFFKZ8wIc_!!6000000007293-0-yinhe.jpg,Supor/苏泊尔,208.05,直降30.95元,厨房/烹饪用具,1
1563903,102386,九阳钛锅陶瓷不粘锅炒锅家用平底炒菜锅电磁炉锅专用官方旗舰店炊,https://img.alicdn.com/bao/uploaded/O1CN01Z3t8Of1rd7zbTfGrL_!!6000000005653-0-yinhe.jpg,Joyoung/九阳,139,满149减10,厨房/烹饪用具,1
1540803,102386,RIVERLIGHT极牌日本原装进口玉子烧平底小煎锅家用无涂层早餐煎蛋,https://img.alicdn.com/bao/uploaded/O1CN01uWwr2s239bq6gtZL6_!!6000000007213-0-yinhe.jpg,RIVER LIGHT,479,下单立减200元,厨房/烹饪用具,1
1546255,104460,OOU辅食菜板抗菌防霉家用婴儿砧板水果案板厨房双面塑料小切菜板,https://img.alicdn.com/bao/uploaded/O1CN01gqo6y71a5NMjq0hey_!!6000000003278-0-yinhe.jpg,OOU（厨房用具）,89,,厨房/烹饪用具,1
76006,"661,705",海尔智家Leader厨房家用IC196侧吸抽油烟机大吸力吸油机官方旗舰,https://img.alicdn.com/bao/uploaded/O1CN01SzKvaS25ElJFzARqg_!!6000000007495-0-yinhe.jpg,Leader/统帅,699,补贴300元,大家电,1
96490,61705,Vidda 海信电视R65 2025款65英寸4K家用高刷电视机以旧换新补贴75,https://img.alicdn.com/bao/uploaded/O1CN01OmqPdU1kb6wxNR6EA_!!6000000004701-0-yinhe.jpg,Vidda,2221,补贴2478元,大家电,1
496006,102386,福万竹家用竹筷子防滑耐高温无漆无蜡天然竹筷餐具碳化高档不发霉,https://img.alicdn.com/bao/uploaded/O1CN01s1a1oa29E5HLnjEH9_!!6000000008035-0-yinhe.jpg,福万竹,4.9,直降16.9元,餐饮具,1
1562641,102386,美宝琳一次性碗打包餐盒50只家用冰粉专用碗商用圆形小汤碗筷餐具,https://img.alicdn.com/bao/uploaded/O1CN01IzzbEl1PoIOaCpcFV_!!6000000001887-2-yinhe.png,美宝琳,10.9,下单立减3元,餐饮具,1
1555734,104460,格力取暖器家用浴室暖风机壁挂节能省电速热冷暖电暖气卫生间防水,https://img.alicdn.com/bao/uploaded/O1CN01JSkXaL1XBpq0gz5Rc_!!6000000002886-2-yinhe.png,Gree/格力,239,,生活电器,1
1564268,102386,【店铺爆款】UWANT友望洗地机云朵D100Pro推入式新品躺平官方旗舰,https://img.alicdn.com/bao/uploaded/O1CN018qGM0w1kaC9cxfLzn_!!6000000004699-0-yinhe.jpg,Uwant,1390,官方立减1309元,生活电器,1
75801,null,2支配袋 粉湖咖啡无醇起泡葡萄汁750ml 正品 澳洲无酒精健康畅饮,https://img.alicdn.com/bao/uploaded/O1CN01BePzy31KYeoCSiu2i_!!6000000001176-0-yinhe.jpg,优酒网,198.3,满72.01减72,酒类,1
64904,6,青岛啤酒小麦白啤整箱全麦酿造口感醇正新鲜正品,https://img.alicdn.com/bao/uploaded/O1CN01rfjamz1gv1OhxaUbu_!!6000000004203-0-yinhe.jpg,TSINGTAO/青岛啤酒,74,,酒类,1
81398,null,小罐茶园渐变玻璃杯高硼硅玻璃泡茶杯居家办公容量约470ml,https://img.alicdn.com/bao/uploaded/O1CN01N6TIG9283GSKKiVNv_!!6000000007876-0-yinhe.jpg,小罐茶园茶叶旗舰店,49,,茶,1
81741,null,茶颜悦色木姜子剁椒酱蒜香脆爽山胡椒油拌饭下饭酱调味200g/瓶,https://img.alicdn.com/bao/uploaded/O1CN014lFkUA1t0m2z0PkAT_!!6000000005840-2-yinhe.png,茶颜悦色旗舰店,10.2,官方8.5折,茶,1
1178,"661,704",雪龙瑞斯东北稻香米10kg大米20斤粳米,https://img.alicdn.com/bao/uploaded/O1CN015bAslX1L6XoLEDmml_!!6000000001250-0-yinhe.jpg,雪龙瑞斯,79.8,,粮油调味/速食/干货/烘焙,1
1288,"661,704",鲁花压榨玉米油5L非转基因 物理压榨健康调味营养家用食用油,https://img.alicdn.com/bao/uploaded/O1CN01cwX5zk1axQ3hmsicU_!!6000000003396-2-yinhe.png,鲁花,89.8,,粮油调味/速食/干货/烘焙,1
1315,"661,704",多力压榨玉米食用油5L/桶非转基因含植物甾醇香醇不油腻玉米油,https://img.alicdn.com/bao/uploaded/O1CN01eiI8HU1SMJ0vdYo4x_!!6000000002232-0-yinhe.jpg,MIGHTY/多力,69.9,,粮油调味/速食/干货/烘焙,1
104297,"661,704",【代言人成毅同款】三得利清香乌龙茶无糖甄选100%铁观音茶叶萃取,https://img.alicdn.com/bao/uploaded/O1CN01Bg2p1m1H4wGoMLneb_!!6000000000705-0-yinhe.jpg,SUNTORY/三得利,55.5,下单立减19.5元,咖啡/麦片/冲饮,1
105958,"6,104,460",元气森林菊花茶0咖啡因无糖植物饮料,https://img.alicdn.com/bao/uploaded/O1CN01VcIEIk21JZFFCr2oM_!!6000000006964-0-yinhe.jpg,元气森林（食品）,51.8,下单立减18.1元,咖啡/麦片/冲饮,1
142069,"6,104,460",【下拉详情领优惠】悦鲜活鲜牛奶A2型260ml*10瓶  亲和易吸收,https://img.alicdn.com/bao/uploaded/O1CN017aOWtn1mKjx1cHdeb_!!6000000004936-2-yinhe.png,悦鲜活,66,,咖啡/麦片/冲饮,1
1562166,102386,天堂伞夏花黑胶伞防晒伞防紫外线太阳伞便携折叠晴雨伞两用男女生,https://img.alicdn.com/bao/uploaded/O1CN01DsBbYg246EYzaeDfB_!!6000000007341-2-yinhe.png,天堂,37.9,,居家日用,1
1541915,104460,日本minikuma红远外理疗膏贴止痛贴膝盖拉伤椎腰关节肌肉酸痛药贴,https://img.alicdn.com/bao/uploaded/O1CN015FrTKX1K1gCg3qOGi_!!6000000001104-0-yinhe.jpg,Minikuma,50,,居家日用,1
495485,102386,洗衣凝珠三合一高品质持久留香护色实惠抑菌除螨浓缩洗衣液,https://img.alicdn.com/bao/uploaded/O1CN014iUi5j1LQFAc8uQm1_!!6000000001293-0-yinhe.jpg,OTHERS（彩妆）,3.01,直降1.89元,洗护清洁剂/卫生巾/纸/香薰,1
495605,102386,三面牙刷软毛牙刷成人家庭装360度3头牙刷三头包裹式牙刷刷牙神器,https://img.alicdn.com/bao/uploaded/O1CN01i8Z5c01fqcI6jtCa8_!!6000000004058-0-yinhe.jpg,伊也优品企业店,2.01,直降1.5元,洗护清洁剂/卫生巾/纸/香薰,1
496062,102386,【悬挂式纸巾】1000厨房抽纸整箱家用实惠装纸抽厕所卫生纸,https://img.alicdn.com/bao/uploaded/O1CN01VCHlHc1YN7TPr4rvt_!!6000000003046-0-yinhe.jpg,木思槿,3.01,直降1元,洗护清洁剂/卫生巾/纸/香薰,1
496801,102386,德佑湿厕纸80抽湿手纸男女性可用厕所洁厕湿巾湿纸巾卫生纸,https://img.alicdn.com/bao/uploaded/O1CN01XgSpoq29dH8ks4EUV_!!6000000008090-0-yinhe.jpg,Deeyeo/德佑,89.9,官方8.5折,洗护清洁剂/卫生巾/纸/香薰,1
1559594,102386,EKO厨房垃圾桶家用不锈钢脚踩带盖客厅大容量高颜值2025新款,https://img.alicdn.com/bao/uploaded/O1CN01mcm6vA1N309MSqSGo_!!6000000001513-0-yinhe.jpg,EKO,85,满100减10,家庭/个人清洁工具,1
1564218,102386,佳帮手2025新款免手洗平板拖把家用一拖净干湿两用地拖布拖地神器,https://img.alicdn.com/bao/uploaded/O1CN01TdxH6o1ypgANvUOmr_!!6000000006628-0-yinhe.jpg,佳帮手,29.7,,家庭/个人清洁工具,1
1543698,"10,238,690,329",大垃圾袋大号商用加厚黑色酒店60环卫特大桶超大厨房家用塑料袋子,https://img.alicdn.com/bao/uploaded/bao/upload/O1CN011EZhbe1K5L84JkIUw_!!6000000001112-2-yinhe.png,方卓,12.5,,家庭/个人清洁工具,1
1536394,80005,美发刮胡子刷剃须泡沫扫胡刷子毛清洁小胡刷理发店专用,https://img.alicdn.com/bao/uploaded/O1CN018No6vH1GRXvknDaLx_!!6000000000619-0-yinhe.jpg,瑞琦,1.9,,家庭/个人清洁工具,1
1541478,102386,MERRELL迈乐MOAB3 GTX登山鞋男徒步鞋女防水鞋耐磨透气户外运动鞋,https://img.alicdn.com/bao/uploaded/O1CN01oNSMRG1YvvXSs0pEn_!!6000000003122-0-yinhe.jpg,Merrell/迈乐,639,1件减31元,流行男鞋,1
1387901,90329,雅鹿男士内裤男纯棉平角裤四角裤男生全棉男式2025新款透气内短裤,https://img.alicdn.com/bao/uploaded/O1CN01TtvFFQ1f0P4wGQNfB_!!6000000003944-0-yinhe.jpg,yaloo/雅鹿,39,,女士内衣/男士内衣/家居服,1
1246579,102386,【轻柔杯】安莉芳旗下E-BRA大胸显小无钢圈文胸女透气内衣KB00179,https://img.alicdn.com/bao/uploaded/O1CN01X70Y1q27ScPlBWbs6_!!6000000007796-0-yinhe.jpg,E－BRA,51,补贴8元,女士内衣/男士内衣/家居服,1
103728,"1,002",骆驼运动速干短裤女士2025夏季薄款冰丝宽松透气跑步休闲五分裤男,https://img.alicdn.com/bao/uploaded/O1CN01VzViLE1pIr0XZ9ePV_!!6000000005338-0-yinhe.jpg,Camel/骆驼,82,满25减10,运动服/休闲服装,1
104207,6,361运动t恤男士2025夏季新款宽松纯棉休闲运动短袖男装透气上衣男,https://img.alicdn.com/bao/uploaded/O1CN01SjLnor1R3hJHd1iqd_!!6000000002056-0-yinhe.jpg,361°,41.8,补贴27.2元,运动服/休闲服装,1
107936,null,[线上天猫专享]MaisonMargiela马吉拉饼干帆布鞋男女款休闲单鞋,https://img.alicdn.com/bao/uploaded/O1CN014LIV0N1lhLgnmXeC2_!!6000000004850-0-yinhe.jpg,Maison Margiela,4676,1件7折,女鞋,1
107961,null,RENE CAOVILLA MARGOT系列水钻绑带高跟凉鞋,https://img.alicdn.com/bao/uploaded/O1CN01G0GUnz1aEXFsIg7YY_!!6000000003298-0-yinhe.jpg,RENE CAOVILLA,14170,,女鞋,1
1237949,102394,宝宝扁平足外翻矫正鞋垫内外八字纠正鞋XO型腿矫正器儿童足弓支撑,https://img.alicdn.com/bao/uploaded/O1CN01zLKNIe1a0nFNsHNP9_!!6000000003268-0-yinhe.jpg,足威,50,直降18元,服饰配件/皮带/帽子/围巾,1
1237982,102394,艾草除臭运动鞋垫男士防臭吸汗软底乳胶防痛透气女踩屎感减震军训,https://img.alicdn.com/bao/uploaded/O1CN01r5H7nz1R9eDOkBTJp_!!6000000002069-0-yinhe.jpg,伊熙媗,7.8,满5.01减5,服饰配件/皮带/帽子/围巾,1
141950,null,HOII/后益张钧甯明星同款防晒帽伸缩遮阳太阳帽大帽檐空顶夏季女,https://img.alicdn.com/bao/uploaded/O1CN01767po51W3Io9NvaHA_!!6000000002732-0-yinhe.jpg,HOII/后益,693,满800减79,服饰配件/皮带/帽子/围巾,1
1548522,102386,【礼物】Baccarat巴卡拉 LOUXOR卢索系列 小号大号圆形花瓶,https://img.alicdn.com/bao/uploaded/O1CN01gh4n4F1J5VdxO8yuo_!!6000000000977-0-yinhe.jpg,Baccarat/巴卡拉,2880,,家居饰品,1
1549767,104460,香睡眠香香薰鹅梨帐中香线香檀香熏香卧室海南沉香家用除味,https://img.alicdn.com/bao/uploaded/O1CN01UwhyM11UacgPeJvv5_!!6000000002534-0-yinhe.jpg,楠檀大师,53.8,,家居饰品,1
1556760,102386,[教师节礼物]CITTA西苔杭州龙井扩香晶石晨雾精油茶味香薰礼盒,https://img.alicdn.com/bao/uploaded/O1CN01qxqmHs1wubDDSOIh7_!!6000000006368-0-yinhe.jpg,citta西苔旗舰店,199,满350减200,家居饰品,1
1562276,102386,Harbor House美式家居花瓶摆件客厅插花陶瓷轻奢高级摆件Ripana,https://img.alicdn.com/bao/uploaded/O1CN013bsktD23vEmAOQcHW_!!6000000007317-0-yinhe.jpg,Harbor House,181,限时优惠19元,家居饰品,1
1546085,104460,洁丽雅儿童卡通毛巾亲肤吸水速干柔软熊猫图案洗脸专用珊瑚绒面巾,https://img.alicdn.com/bao/uploaded/O1CN01ReD4Gb1Ha5BmAL1xP_!!6000000000773-0-yinhe.jpg,grace/洁丽雅,100,,居家布艺,1
1547736,104460,PPW花瓣坐垫日本办公室久坐护脊椎腰美臀矫姿减压靠垫背一体神器,https://img.alicdn.com/bao/uploaded/O1CN01Pog3rS1wI7cgJNbNo_!!6000000006284-0-yinhe.jpg,PPW,239,,居家布艺,1
1548645,102394,地垫入户门垫地毯进门厨房浴室防滑垫子吸水防油脚垫防水家用门口,https://img.alicdn.com/bao/uploaded/O1CN01UojUJL1VauD4JrJue_!!6000000002670-0-yinhe.jpg,鸿珊瑚,6.63,满9减2,居家布艺,1
1236521,102386,无印良品大豆全棉被夏凉被空调被可水洗机洗夏被四件套夏季薄被子,https://img.alicdn.com/bao/uploaded/O1CN01xCKDto1u4j3uFclw0_!!6000000005984-0-yinhe.jpg,无印良品,113,官方8.8折,床上用品,1
1237120,89512,PacificCoast派赛菲特120s全棉软98白鹅绒枕头五星级酒店羽绒枕芯,https://img.alicdn.com/bao/uploaded/O1CN01TlAwr41tUzx3p8Kto_!!6000000005906-0-yinhe.jpg,派赛菲特旗舰店,499,满600减200,床上用品,1
1233607,89512,助睡眠颈椎枕蝶形枕酒店民宿家用记忆棉枕芯呵护颈椎枕头学生枕头,https://img.alicdn.com/bao/uploaded/O1CN01CGZHoV1kvGNNSSrxX_!!6000000004745-0-yinhe.jpg,其他家,66,满29减3,床上用品,1
79029,null,政府补贴全友家居衣柜组合现代简约卧室家用落地储物衣橱成品家具,https://img.alicdn.com/bao/uploaded/O1CN01mRzCUW1hGYAgVnvXI_!!6000000004250-0-yinhe.jpg,QuanU/全友,1099,1件7折,住宅家具,1
79469,null,全友家居意式轻奢岩板餐桌家用客厅网红高级感长方形饭桌椅子组合,https://img.alicdn.com/bao/uploaded/O1CN01BuW1xa1t1EJQ1oklQ_!!6000000005841-0-yinhe.jpg,QuanU/全友,3859,1件7折,住宅家具,1
98941,null,政府补贴DDC意式极简设计师大黑牛真皮床2025新款简约主卧双人床,https://img.alicdn.com/bao/uploaded/O1CN01BHeAPy1M8D2ZpLaIM_!!6000000001389-0-yinhe.jpg,ddc,1457.86,1件9.8折,住宅家具,1
42440,null,法式风全铝蜂窝铝阳台落地储物柜多功能收纳柜全屋定制柜子,https://img.alicdn.com/bao/uploaded/O1CN01GF1pcz1Y1apItY9JG_!!6000000002999-2-yinhe.png,KEYES（灯具空调）,1513,官方8.5折,全屋定制,1
1233574,89512,全友家居现代简约移门衣橱成品卧室家用小户型推拉门衣柜,https://img.alicdn.com/bao/uploaded/O1CN01A4tjKE29ilzANUs4v_!!6000000008102-0-yinhe.jpg,QuanU/全友,589,1件5折,全屋定制,1
1258352,89512,纱门推拉式防蚊门折叠隐形伸缩入户门沙门家用铝合金免打孔纱窗门,https://img.alicdn.com/bao/uploaded/O1CN01d3fwEI1R8GwdgMfzN_!!6000000002066-0-yinhe.jpg,典霆,20,,全屋定制,1
1252990,89512,室外户外防水小电箱不锈钢电动车充电箱插座箱带锁插座锁盒防盗盒,https://img.alicdn.com/bao/uploaded/O1CN017wTrwi1oxKYA6UWOC_!!6000000005291-0-yinhe.jpg,中合,7.88,满12减5,商业/办公家具,1
1388208,90329,维泊斯包邮钥匙牌塑料号码牌吊牌挂牌宾馆酒店标签分类牌锁匙牌,https://img.alicdn.com/bao/uploaded/O1CN01pDz4Yz28h6bnymFww_!!6000000007963-0-yinhe.jpg,维泊斯家居品牌店,13.5,,商业/办公家具,1
606,null,卷帘门钩子拉杆拉门手拉钩拉窗户钩子铁拉钩拉杆拉门手拉钩商铺门,https://img.alicdn.com/bao/uploaded/O1CN01TScSVH1CYBBt5pIhY_!!6000000000092-0-yinhe.jpg,白铁王专悍中心,3.42,,商业/办公家具,1
46941,null,固腾货架仓储仓库储物间货架置物架多层储藏金属货架子阳台置物架,https://img.alicdn.com/bao/uploaded/O1CN01P3n3JH26gzZuuHgBm_!!6000000007692-0-yinhe.jpg,固腾福豪,140.2,1件9.5折,商业/办公家具,1
1255382,89512,路亚夜光硅胶防滑圈鱼竿缠把带逼格圈保护套手把缠绕带竿把套防摔,https://img.alicdn.com/bao/uploaded/O1CN01I8EV3l1nxV5HnJIpY_!!6000000005156-2-yinhe.png,嘉灿,4.9,1件5折,户外/登山/野营/旅行用品,1
1258330,89512,2425款新款ATOMIC阿托米克双板自由式滑雪板BENT系列滑雪装备,https://img.alicdn.com/bao/uploaded/O1CN01su9ZbP1IjWwjF6Tuc_!!6000000000929-0-yinhe.jpg,ATOMIC,2198,,户外/登山/野营/旅行用品,1
37280,89512,兰帕达春夏季骑行马甲风衣防风速干骑行服自行车公路车背心男女,https://img.alicdn.com/bao/uploaded/O1CN01Xkkapw1YwNoW1F2HQ_!!6000000003123-0-yinhe.jpg,LAMEDA/兰帕达,229,,自行车/骑行装备/零配件,1
38108,89512,INBIKE排汗衫公路车骑行服男新款上衣吸汗打底衫无袖背心短袖内衣,https://img.alicdn.com/bao/uploaded/O1CN01DqaEOA1o8UcYMgucD_!!6000000005180-0-yinhe.jpg,INBIKE,50.1,官方8.5折,自行车/骑行装备/零配件,1
28257,110046,腿部按摩器环形夹腿滚轮瘦大腿小腿肌肉放松瘦腿神器多功能泡沫轴,https://img.alicdn.com/bao/uploaded/O1CN01FeHAun1CT8sgLEFJA_!!6000000000081-0-yinhe.jpg,yottoy,41.6,官方8.5折,运动/瑜伽/健身/球迷用品,1
32820,102386,渐变色羽毛球拍手胶防滑吸汗网球拍龙胶L1蒲瑞7C手胶手柄时尚绑带,https://img.alicdn.com/bao/uploaded/O1CN01FaDoju1xzT0yiF945_!!6000000006514-0-yinhe.jpg,乐辰翔,2.88,直降1.12元,运动/瑜伽/健身/球迷用品,1
1536421,80005,防滑烫钻花样滑冰手套点胶防摔冰舞针织舒适儿童拔河劳动加厚防水,https://img.alicdn.com/bao/uploaded/TB1vrLsrmzqK1RjSZFLSuwn2XXa.jpg,SOARED,13.8,,运动包/户外包/配件,1
1545027,102386,NIKE耐克单肩包腰包胸包新款灰白黑钩斜挎包运动包BA5751-072,https://img.alicdn.com/bao/uploaded/O1CN018Dso8e1UUfEKdr2yf_!!6000000002521-2-yinhe.png,Nike/耐克,175.1,补贴30.9元,运动包/户外包/配件,1
1548578,102386,Keep健身包女游泳包篮球收纳斜挎包大容量男防水干湿分离运动包,https://img.alicdn.com/bao/uploaded/O1CN01reG8uR20Bwt7hFc8s_!!6000000006812-0-yinhe.jpg,Keep（运动户外）,121,补贴48元,运动包/户外包/配件,1
1240122,102386,电动车雨棚蓬新款伸缩可折叠快拆遮阳伞防水防晒电瓶摩托车遮雨伞,https://img.alicdn.com/bao/uploaded/O1CN01p8Ybi81OTOk7BxHkY_!!6000000001706-0-yinhe.jpg,浪漫美西,108,直降15元,电动车/配件/交通工具,1
1389724,104460,小鹿蓝蓝婴儿米饼原味宝宝零食辅食儿童磨牙饼干32gX3袋,https://img.alicdn.com/bao/uploaded/O1CN01ao9sVy1PFwiT0oA7m_!!6000000001812-0-yinhe.jpg,小鹿蓝蓝,59.9,,奶粉/辅食/营养品/零食,1
1390859,89512,hurra儿童赖氨酸黄金生长素cpp骨力成长学生青少年草莓味3盒装,https://img.alicdn.com/bao/uploaded/O1CN01ERcNdT1r0CLiW7OJr_!!6000000005568-0-yinhe.jpg,Hurra,516,,奶粉/辅食/营养品/零食,1
33152,102386,好奇官方小森林氧肤+深睡大师新生婴儿防漏纸尿裤NB-XL码1组4包,https://img.alicdn.com/bao/uploaded/O1CN01pv4l971csxScQeNLj_!!6000000003657-0-yinhe.jpg,HUGGIES/好奇,436,满800减204,婴童尿裤,1
100206,61703,泰迪熊呼吸特薄纸尿裤XL50/L60婴儿春夏超薄透气尿不湿M男女宝宝S,https://img.alicdn.com/bao/uploaded/O1CN01WQtnzR1Nv2iLGWBSX_!!6000000001631-0-yinhe.jpg,Teddy Bear/泰迪熊,75,1件8.5折,婴童尿裤,1
18234,102386,【自营】艾瑞可孕妇专用dha天然海藻油孕期哺乳期黄金营养品60粒,https://img.alicdn.com/bao/uploaded/O1CN01orruUh1kkj6H7T7Lv_!!6000000004722-0-yinhe.jpg,Eric Favre,173,,孕妇装/孕产妇用品/营养,1
21452,102386,小雅象电动吸奶器双边免手扶正品全自动便捷一体穿戴式母乳挤奶器,https://img.alicdn.com/bao/uploaded/O1CN01kJ0elu1Mb45DmIJsE_!!6000000001452-2-yinhe.png,小雅象,145,满229减49,孕妇装/孕产妇用品/营养,1
22227,102386,【哺喂套装】美德乐乳头羊脂膏准孕妇乳头膏羊毛脂储奶袋防溢乳垫,https://img.alicdn.com/bao/uploaded/O1CN01M0KkfI1Jvj6LiPT1u_!!6000000001091-0-yinhe.jpg,MEDELA/美德乐,69,直降30元,孕妇装/孕产妇用品/营养,1
47244,61703,棉柔卫生巾日夜组合孕产妇超长夜用420日用学生大姨妈巾加长优兰,https://img.alicdn.com/bao/uploaded/O1CN01W6LrEZ1bH74PKyiEd_!!6000000003439-0-yinhe.jpg,优兰舒,4.41,直降0.49元,孕妇装/孕产妇用品/营养,1
37235,89512,Schwartz束脚拼接哈伦裤2025夏季新款洋气男童装潮酷帅气工装裤子,https://img.alicdn.com/bao/uploaded/O1CN01fzMDL41KNCvXdc1Qx_!!6000000001151-0-yinhe.jpg,Schwartz,57.1,1件减10元,童装/婴儿装/亲子装,1
37433,89512,柔软透气儿童2025夏季酷帅休闲简约米色工装短裤咔啦咪叻KALAM1LE,https://img.alicdn.com/bao/uploaded/O1CN01YzJYCa24DYuZvzPdo_!!6000000007357-0-yinhe.jpg,咔啦咪叻,139,满100减47,童装/婴儿装/亲子装,1
